gene_short_name	gene_id	locus	s_1_NR_A_FPKM	s_2_NR_B_FPKM	s_3_CR_A_FPKM	s_4_CR_B_FPKM
EMI1	YDR512C	ref|NC_001136|:1470499-1471063	63.3538	66.4283	147.901	286.534
EMI2	YDR516C	ref|NC_001136|:1474973-1476476	802.861	1108.13	1799.55	1248.24
EMI5	YOL071W	ref|NC_001147|:196506-196995	113.028	113.117	383.729	302.22
EMP24	YGL200C	ref|NC_001139|:122693-123305	591.377	526.764	779.069	398.531
EMP46	YLR080W	ref|NC_001144|:287915-289250	61.5607	71.2639	88.2794	112.382
EMP47	YFL048C	ref|NC_001138|:38842-40180	64.3611	47.4629	60.8504	49.6117
EMP70	YLR083C	ref|NC_001144|:294090-296094	81.3415	38.757	47.5115	19.0718
EMW1	YNL313C	ref|NC_001146|:45307-48022	21.48	14.8851	12.4508	6.01311
ENA1	YDR040C	ref|NC_001136|:535191-538467	0.907963	0.517931	29.3271	43.3558
ENA2	YDR039C	ref|NC_001136|:531306-534582	0	0	0	0
ENA5	YDR038C	ref|NC_001136|:527421-530697	0.623541	0.544266	0.905356	0.545311
ENB1	YOL158C	ref|NC_001147|:19490-21311	27.3696	30.2517	43.0291	30.7745
END3	YNL084C	ref|NC_001146|:470052-471102	346.262	378.774	439.566	484.176
ENO1	YGR254W	ref|NC_001139|:1000926-1002240	2035.45	3142.96	1133.3	678.996
ENO2	YHR174W	ref|NC_001140|:451326-452640	3261.99	4547.95	941.146	289.699
ENP1	YBR247C	ref|NC_001134|:713003-714455	173.079	68.7322	26.1242	15.5339
ENP2	YGR145W	ref|NC_001139|:781766-783890	199.3	101.87	32.566	26.0462
ENT1	YDL161W	ref|NC_001136|:167713-169078	207.173	220.916	200.974	166.976
ENT2	YLR206W	ref|NC_001144|:554577-556419	97.5507	87.5832	261.945	183.589
ENT3	YJR125C	ref|NC_001142|:654736-655963	102.318	98.6081	182.429	135.881
ENT4	YLL038C	ref|NC_001144|:65774-66518	80.2625	63.0103	105.332	109.381
ENT5	YDR153C	ref|NC_001136|:766735-767971	148.281	136.419	133.439	134.371
EOS1	YNL080C	ref|NC_001146|:476931-478032	25.6977	22.9965	63.6385	68.3945
EPL1	YFL024C	ref|NC_001138|:87846-90345	49.0385	50.3151	139.45	169.39
EPS1	YIL005W	ref|NC_001141|:345691-347797	41.8203	42.1657	74.6263	74.815
EPT1	YHR123W	ref|NC_001140|:354814-356081	51.0947	51.2109	19.0824	18.9101
ERB1	YMR049C	ref|NC_001145|:368093-370517	158.7	75.034	32.0022	23.1807
ERC1	YHR032W	ref|NC_001140|:173343-175089	58.7308	51.4668	60.5328	37.529
ERD1	YDR414C	ref|NC_001136|:1295597-1296686	8.88452	9.01861	10.6053	5.02185
ERD2	YBL040C	ref|NC_001134|:142111-142868	164.078	156.795	115.365	111.601
ERF2	YLR246W	ref|NC_001144|:627117-628197	29.3823	37.0606	36.3092	47.2416
ERG1	YGR175C	ref|NC_001139|:846932-848423	147.86	127.181	122.457	33.0766
ERG10	YPL028W	ref|NC_001148|:498095-499292	175.152	167.41	272.832	166.502
ERG11	YHR007C	ref|NC_001140|:120090-121683	146.656	159.719	88.2232	27.3515
ERG12	YMR208W	ref|NC_001145|:684466-685798	60.8308	55.5563	59.435	35.0654
ERG13	YML126C	ref|NC_001145|:19059-20535	120.623	78.4805	105.727	79.3646
ERG2	YMR202W	ref|NC_001145|:667536-668205	291.895	283.114	230.643	75.25
ERG20	YJL167W	ref|NC_001142|:105013-106072	898.752	1130.32	849.231	658.295
ERG24	YNL280C	ref|NC_001146|:109094-110411	111.255	105.85	72.7962	41.9191
ERG25	YGR060W	ref|NC_001139|:610563-611493	195.957	184.436	96.0324	42.3888
ERG26	YGL001C	ref|NC_001139|:495452-496502	105.849	132.654	78.5977	44.904
ERG27	YLR100W	ref|NC_001144|:341809-342853	261.74	239.781	139.695	111.113
ERG28	YER044C	ref|NC_001137|:237569-238016	124.536	192.22	130.326	130.728
ERG3	YLR056W	ref|NC_001144|:253860-254958	214.39	118.686	127.871	48.0892
ERG4	YGL012W	ref|NC_001139|:472854-474276	211.11	205.652	170.901	80.664
ERG5	YMR015C	ref|NC_001145|:300868-302485	58.4558	39.7525	20.2446	10.9698
ERG6	YML008C	ref|NC_001145|:251838-252990	491.838	379.525	348.249	273.563
ERG7	YHR072W	ref|NC_001140|:239097-241293	21.1133	19.449	33.8828	21.898
ERG8	YMR220W	ref|NC_001145|:712315-713671	139.662	129.631	98.827	70.8994
ERG9	YHR190W	ref|NC_001140|:484844-486179	227.198	254.514	300.119	243.622
ERI1	YPL096C-A	ref|NC_001148|:366528-366735	41.3413	41.6817	66.5809	71.1596
ERJ5	YFR041C	ref|NC_001138|:237367-238255	90.9266	100.718	105.667	112.608
ERO1	YML130C	ref|NC_001145|:11482-13174	316.392	402.898	115.763	65.0532
ERP1	YAR002C-A	ref|NC_001133|:154064-154724	527.894	524.13	283.43	207.14
ERP2	YAL007C	ref|NC_001133|:137697-138345	104.799	116.645	184.795	130.609
ERP3	YDL018C	ref|NC_001136|:422832-423510	53.5142	48.5178	67.8271	80.8882
ERP4	YOR016C	ref|NC_001147|:360460-361084	87.1888	75.8078	105.685	87.4035
ERP5	YHR110W	ref|NC_001140|:332281-332920	118.397	139.758	170.697	231.407
ERP6	YGL002W	ref|NC_001139|:494516-495167	100.113	99.6982	195.052	267.208
ERR1	YOR393W	ref|NC_001147|:1080275-1081589	0	0	0	0
ERR2	YPL281C	ref|NC_001148|:9556-10870	0	0	0	0
ERR3	YMR323W	ref|NC_001145|:920087-921401	0.242182	0.145758	0.134219	0.100604
ERS1	YCR075C	ref|NC_001135|:248032-248815	22.3992	24.9132	49.7839	52.1453
ERT1	YBR239C	ref|NC_001134|:698353-699943	22.7176	26.4407	7.61419	7.86386
ERV1	YGR029W	ref|NC_001139|:543552-544205	283.713	322.615	297.821	279.225
ERV14	YGL054C	ref|NC_001139|:400870-401287	274.171	345.52	259.566	374.829
ERV15	YBR210W	ref|NC_001134|:645549-645978	104.04	140.386	79.9678	73.3167
ERV2	YPR037C	ref|NC_001148|:646447-647038	283.173	289.451	332.171	187.423
ERV25	YML012W	ref|NC_001145|:246115-246751	565.3	552.864	772.293	561.392
ERV29	YGR284C	ref|NC_001139|:1060657-1061590	106.102	115.658	87.2928	91.5054
ERV41	YML067C	ref|NC_001145|:139062-140214	161.641	130.154	88.1669	87.844
ERV46	YAL042W	ref|NC_001133|:61315-62563	267.121	249.73	363.547	220.148
ESA1	YOR244W	ref|NC_001147|:792530-793868	53.6639	54.1448	92.8412	155.335
ESBP6	YNL125C	ref|NC_001146|:390145-392167	18.4658	19.2534	142.517	88.96
ESC1	YMR219W	ref|NC_001145|:707132-712109	88.863	74.5475	79.7019	100.244
ESC2	YDR363W	ref|NC_001136|:1199182-1200553	76.0171	66.94	57.5554	106.714
ESC8	YOL017W	ref|NC_001147|:292528-294673	19.9793	16.4218	8.80185	8.10101
ESF1	YDR365C	ref|NC_001136|:1204496-1206383	469.841	327.283	250.648	159.464
ESF2	YNR054C	ref|NC_001146|:723355-724306	251.623	105.472	34.3352	21.6451
ESP1	YGR098C	ref|NC_001139|:682565-687458	16.8568	14.4703	12.0431	13.7286
ESS1	YJR017C	ref|NC_001142|:466520-467033	163.707	157.904	451.17	273.654
EST1	YLR233C	ref|NC_001144|:607424-609524	15.0654	12.374	10.2026	13.2881
EST2	YLR318W	ref|NC_001144|:766541-769196	9.008	8.21889	4.39708	5.82313
EST3	YIL009C-A	ref|NC_001141|:335665-336212	73.7482	70.9698	38.2845	44.9808
ETP1	YHL010C	ref|NC_001140|:81963-83721	16.1533	14.3161	40.9384	51.7842
ETR1	YBR026C	ref|NC_001134|:292876-294019	112.687	105.791	252.319	330.151
ETT1	YOR051C	ref|NC_001147|:424845-426084	853.439	757.835	94.1154	63.8296
EUG1	YDR518W	ref|NC_001136|:1478607-1480161	63.1747	67.9541	37.2467	25.478
EXG1	YLR300W	ref|NC_001144|:728954-730301	182.891	131.689	63.2172	30.7364
EXG2	YDR261C	ref|NC_001136|:977520-979209	71.5073	51.6443	45.6831	24.7563
EXO1	YOR033C	ref|NC_001147|:392415-394524	52.3385	60.2611	46.744	53.593
EXO5	YBR163W	ref|NC_001134|:565722-567480	31.6362	31.183	29.3855	20.4665
EXO70	YJL085W	ref|NC_001142|:272826-274698	39.5761	47.1379	35.3218	48.4593
EXO84	YBR102C	ref|NC_001134|:445061-447323	31.2208	31.54	34.2919	37.7141
FAA1	YOR317W	ref|NC_001147|:909342-911445	387.559	383.612	532.624	652.84
FAA2	YER015W	ref|NC_001137|:184540-186775	19.518	23.9759	116.249	252.974
FAA3	YIL009W	ref|NC_001141|:339343-341428	14.8996	12.9744	25.2015	14.7477
FAA4	YMR246W	ref|NC_001145|:759806-761891	82.0552	85.9466	176.16	161.916
FAB1	YFR019W	ref|NC_001138|:184501-191338	31.9902	28.3831	24.5674	30.4959
FAD1	YDL045C	ref|NC_001136|:372687-373608	57.6878	63.9675	85.7408	98.9545
FAF1	YIL019W	ref|NC_001141|:315092-316133	78.042	53.9928	23.3463	13.9282
FAL1	YDR021W	ref|NC_001136|:486803-488003	79.6537	41.5032	11.1437	11.4135
FAP1	YNL023C	ref|NC_001146|:588262-591160	30.2748	18.1884	12.1766	8.73036
FAP7	YDL166C	ref|NC_001136|:163448-164042	463.608	283.552	169.953	65.0397
FAR1	YJL157C	ref|NC_001142|:123835-126328	44.3076	35.5202	20.3518	11.8655
FAR10	YLR238W	ref|NC_001144|:614754-616191	33.358	35.1887	61.7651	78.7047
FAR11	YNL127W	ref|NC_001146|:383986-386848	53.101	52.2809	60.7451	80.8894
FAR3	YMR052W	ref|NC_001145|:379585-380200	43.2942	44.4594	38.0028	82.9833
FAR7	YFR008W	ref|NC_001138|:160534-161200	70.684	79.6558	76.0903	98.5035
FAR8	YMR029C	ref|NC_001145|:328659-330231	96.1929	138.023	121.578	218.35
FAS1	YKL182W	ref|NC_001143|:100670-106826	619.261	572.429	413.519	272.372
FAS2	YPL231W	ref|NC_001148|:108651-114315	694.499	557.745	413.194	328.66
FAT1	YBR041W	ref|NC_001134|:318265-320275	42.3312	39.4197	52.8398	28.5683
FAU1	YER183C	ref|NC_001137|:553333-553969	52.1049	43.1233	80.8554	72.6745
FBA1	YKL060C	ref|NC_001143|:326407-327487	28945	37581.1	6293.97	3886.81
FBP1	YLR377C	ref|NC_001144|:873745-874792	36.3517	34.225	533.35	602.439
FBP26	YJL155C	ref|NC_001142|:129284-130643	70.8717	78.7951	185.51	236.936
FCF1	YDR339C	ref|NC_001136|:1149950-1150520	246.356	155.783	107.028	94.7425
FCF2	YLR051C	ref|NC_001144|:246323-246977	129.01	83.9361	48.4381	30.9145
FCJ1	YKR016W	ref|NC_001143|:469716-471339	112.249	109.137	205.177	222.088
FCP1	YMR277W	ref|NC_001145|:820255-822454	55.3678	31.7249	58.0783	30.0716
FCY1	YPR062W	ref|NC_001148|:677164-677641	682.249	615.711	704.891	849.423
FCY2	YER056C	ref|NC_001137|:266511-268113	73.433	44.6733	40.7637	13.3721
FCY21	YER060W	ref|NC_001137|:274566-276153	44.3918	42.389	22.4612	15.4711
FCY22	YER060W-A	ref|NC_001137|:276571-278164	18.459	16.4825	6.09607	6.22283
FDC1	YDR539W	ref|NC_001136|:1512093-1513605	65.0232	61.271	61.4322	55.529
FDH1	YOR388C	ref|NC_001147|:1071792-1072923	0.144992	0.0581761	6.64275	42.3542
FDH2	YPL275W	ref|NC_001148|:18368-19079	0.198803	0.425423	19.7296	91.7001
FEN1	YCR034W	ref|NC_001135|:190591-191635	65.3628	44.0415	31.2143	16.3777
FEN2	YCR028C	ref|NC_001135|:170885-172424	37.052	32.9044	39.3578	37.241
FES1	YBR101C	ref|NC_001134|:443820-444693	475.472	594.153	355.689	442.638
FET3	YMR058W	ref|NC_001145|:388821-390732	52.5818	30.2524	115.11	62.3603
FET4	YMR319C	ref|NC_001145|:912879-914538	147.51	134.2	15.5985	17.8525
FET5	YFL041W	ref|NC_001138|:49138-51007	25.3495	23.7272	78.82	42.9396
FHL1	YPR104C	ref|NC_001148|:733622-736433	40.9142	32.9359	41.5874	26.5767
FHN1	YGR131W	ref|NC_001139|:754725-755250	12.8718	14.3601	24.8227	16.4844
FIG1	YBR040W	ref|NC_001134|:316967-317864	13.7213	11.4389	0.716556	1.2568
FIG2	YCR089W	ref|NC_001135|:267433-272263	7.31547	5.11843	6.88732	7.60476
FIG4	YNL325C	ref|NC_001146|:28738-31378	19.2098	14.886	19.8892	16.756
FIN1	YDR130C	ref|NC_001136|:715746-716622	89.05	85.1823	79.8798	173.174
FIP1	YJR093C	ref|NC_001142|:603219-604203	25.6746	24.6823	45.1064	44.4939
FIR1	YER032W	ref|NC_001137|:215062-217693	13.7079	12.2891	9.48478	8.86248
FIS1	YIL065C	ref|NC_001141|:241307-241775	200.516	241.056	330.656	257.074
FIT1	YDR534C	ref|NC_001136|:1503313-1504900	2.69704	2.96372	9.80321	6.83121
FIT2	YOR382W	ref|NC_001147|:1059530-1059992	76.6807	70.8321	226.458	154.888
FIT3	YOR383C	ref|NC_001147|:1060440-1061055	88.7704	84.2235	198.48	143.048
FKH1	YIL131C	ref|NC_001141|:100780-102235	22.3216	12.1787	26.399	13.6577
FKH2	YNL068C	ref|NC_001146|:495700-498289	14.5693	9.07951	7.05924	4.85109
FKS1	YLR342W	ref|NC_001144|:809996-815627	260.397	210.055	115.325	97.8652
FKS3	YMR306W	ref|NC_001145|:881158-886516	17.8027	13.9816	3.01557	3.01363
FLC1	YPL221W	ref|NC_001148|:133042-135424	78.9516	75.8122	159.129	86.5936
FLC2	YAL053W	ref|NC_001133|:45898-48250	74.203	59.8597	124.068	63.5646
FLC3	YGL139W	ref|NC_001139|:245715-248124	20.3611	15.4953	34.0893	20.5223
FLD1	YLR404W	ref|NC_001144|:928742-929600	23.2219	19.2533	16.2865	20.0784
FLO1	YAR050W	ref|NC_001133|:203402-208016	8.63394	7.36878	6.16601	3.29219
FLO10	YKR102W	ref|NC_001143|:646355-649865	3.77124	4.33962	6.94054	6.3711
FLO5	YHR211W	ref|NC_001140|:525391-528619	3.47835	3.4512	5.1324	2.87324
FLO8	YER109C	ref|NC_001137|:375214-377614	20.567	17.5973	17.8552	14.6259
FLO9	YAL063C	ref|NC_001133|:23999-27968	4.48078	4.22602	5.3755	2.78237
FLP1	R0010W	2-micron:251-1523	0	0	0	0
FLR1	YBR008C	ref|NC_001134|:252562-254209	17.0697	15.0248	13.3535	12.9241
FLX1	YIL134W	ref|NC_001141|:97394-98330	23.043	24.7534	7.76752	4.66788
FMC1	YIL098C	ref|NC_001141|:179771-180239	178.632	193.784	355.57	276.355
FMN1	YDR236C	ref|NC_001136|:935235-935892	80.0977	85.2849	59.7357	46.9766
FMO1	YHR176W	ref|NC_001140|:454228-455527	11.0475	12.4607	13.379	12.2174
FMP10	YER182W	ref|NC_001137|:552524-553259	66.1838	56.9695	141.669	78.2634
FMP16	YDR070C	ref|NC_001136|:588097-588379	927.854	1417.8	13657.2	20064.5
FMP21	YBR269C	ref|NC_001134|:742159-742576	195.971	230.389	509.113	464.528
FMP23	YBR047W	ref|NC_001134|:331832-332360	23.4317	29.8689	22.2179	40.2439
FMP25	YLR077W	ref|NC_001144|:283871-285623	48.5392	38.3242	70.6446	45.4201
FMP27	YLR454W	ref|NC_001144|:1043997-1051884	51.8467	55.6706	57.9121	84.9562
FMP30	YPL103C	ref|NC_001148|:357999-359406	27.3741	27.2121	22.4365	22.2415
FMP32	YFL046W	ref|NC_001138|:42814-43438	55.5129	54.6253	81.3325	112.976
FMP33	YJL161W	ref|NC_001142|:117244-117787	43.4033	46.6784	126.24	101.495
FMP37	YGL080W	ref|NC_001139|:358635-359028	79.0206	99.3213	668.421	1157.7
FMP40	YPL222W	ref|NC_001148|:130161-132228	50.3382	52.8904	167.746	188.665
FMP41	YNL168C	ref|NC_001146|:318029-318809	240.733	190.794	128.448	129.491
FMP43	YGR243W	ref|NC_001139|:977335-977776	165.1	243.482	1509.13	2185.82
FMP45	YDL222C	ref|NC_001136|:60871-61801	53.5017	53.2955	344.184	369.964
FMP46	YKR049C	ref|NC_001143|:526829-527231	107.837	111.299	378.631	324.56
FMP48	YGR052W	ref|NC_001139|:593595-594705	23.3655	23.8097	61.088	39.5642
FMP52	YER004W	ref|NC_001137|:159579-160275	187.79	209.331	304.378	243.91
FMS1	YMR020W	ref|NC_001145|:315376-316903	88.3902	103.461	89.94	70.2449
FMT1	YBL013W	ref|NC_001134|:202055-203261	15.3927	12.1638	16.7765	16.1597
FOB1	YDR110W	ref|NC_001136|:676101-677802	38.7444	37.5942	25.2129	22.4542
FOL1	YNL256W	ref|NC_001146|:164622-167097	51.3028	45.2064	26.866	14.5265
FOL2	YGR267C	ref|NC_001139|:1025003-1025735	159.082	168.969	219.212	212.863
FOL3	YMR113W	ref|NC_001145|:494998-496282	38.6431	37.177	31.7049	29.0549
FOX2	YKR009C	ref|NC_001143|:454351-457054	18.0465	19.7587	308.323	596.762
FPK1	YNR047W	ref|NC_001146|:708522-711204	17.8604	17.989	26.6462	27.5095
FPR1	YNL135C	ref|NC_001146|:371881-372226	1032.19	1149.64	901.155	743.268
FPR2	YDR519W	ref|NC_001136|:1480424-1480832	156.033	183.327	187.422	146.262
FPR3	YML074C	ref|NC_001145|:120088-121324	1042.82	1181.97	448.005	513.766
FPR4	YLR449W	ref|NC_001144|:1030833-1032012	766.958	584.016	185.628	163.46
FPS1	YLL043W	ref|NC_001144|:49937-51947	50.1276	56.8151	83.6252	99.8777
FRA1	YLL029W	ref|NC_001144|:81460-83710	129.262	112.81	245.226	255.853
FRA2	YGL220W	ref|NC_001139|:82373-82736	438.567	417.492	495.682	453.262
FRE1	YLR214W	ref|NC_001144|:568566-570627	19.0914	9.04699	8.31741	5.96569
FRE2	YKL220C	ref|NC_001143|:9090-11226	9.09691	10.1195	14.0997	10.1503
FRE3	YOR381W	ref|NC_001147|:1055544-1057680	12.9061	12.0178	10.578	9.68788
FRE4	YNR060W	ref|NC_001146|:739950-742110	15.05	16.5165	12.1367	13.4286
FRE5	YOR384W	ref|NC_001147|:1061563-1063648	16.4897	13.1178	61.1226	48.3634
FRE6	YLL051C	ref|NC_001144|:37332-39471	36.8522	31.8863	31.3126	35.7019
FRE7	YOL152W	ref|NC_001147|:40747-42610	11.5255	10.1429	10.8068	5.15631
FRE8	YLR047C	ref|NC_001144|:239346-241407	12.1063	9.1922	15.0837	19.8816
FRK1	YPL141C	ref|NC_001148|:283463-286061	6.27464	5.77868	10.1134	5.75651
FRM2	YCL026C-A	ref|NC_001135|:74703-75285	8.88741	9.20015	10.048	6.20236
FRQ1	YDR373W	ref|NC_001136|:1222758-1223331	39.6939	34.7024	70.5033	62.3861
FRS1	YLR060W	ref|NC_001144|:260978-262766	237.414	180.797	153.771	94.6556
FRS2	YFL022C	ref|NC_001138|:93498-95010	205.68	136.581	115.745	40.4173
FRT1	YOR324C	ref|NC_001147|:923231-925040	16.3147	13.7824	88.7239	104.534
FRT2	YAL028W	ref|NC_001133|:92899-94486	17.5915	20.4731	40.0388	43.0059
FSF1	YOR271C	ref|NC_001147|:831058-832042	75.0422	65.5774	61.0226	44.0358
FSH1	YHR049W	ref|NC_001140|:206461-207193	377.66	374.652	148.727	136.438
FSH2	YMR222C	ref|NC_001145|:715637-716309	76.1673	81.2272	85.8307	69.0898
FSH3	YOR280C	ref|NC_001147|:844991-845792	68.6052	74.5189	30.6501	29.4014
FTH1	YBR207W	ref|NC_001134|:635145-636543	58.313	58.8319	124.716	94.3315
FTR1	YER145C	ref|NC_001137|:460525-461740	88.8087	44.1948	48.5553	31.4352
FUI1	YBL042C	ref|NC_001134|:138340-140260	52.2865	19.6592	38.2171	30.9906
FUM1	YPL262W	ref|NC_001148|:47335-48802	167.777	149.475	282.44	172.079
FUN12	YAL035W	ref|NC_001133|:76426-79435	2057.84	2017.93	381.828	336.63
FUN14	YAL008W	ref|NC_001133|:136913-137510	215.674	220.611	291.643	256.696
FUN19	YAL034C	ref|NC_001133|:80709-81951	51.3749	51.3843	87.8631	100.847
FUN26	YAL022C	ref|NC_001133|:108876-110430	104.395	78.1213	72.838	48.8218
FUN30	YAL019W	ref|NC_001133|:114918-118314	18.8137	11.2703	11.7473	8.72586
FUR1	YHR128W	ref|NC_001140|:362114-362765	133.258	122.195	136.014	71.7851
FUR4	YBR021W	ref|NC_001134|:281442-283344	15.0804	11.3552	9.66652	8.57625
FUS1	YCL027W	ref|NC_001135|:71802-73341	20.7914	14.2606	18.2095	13.0327
FUS2	YMR232W	ref|NC_001145|:736925-738959	11.5504	12.4224	5.92979	6.43206
FUS3	YBL016W	ref|NC_001134|:192450-193512	61.6812	45.5061	45.4921	37.3782
FYV1	YDR024W	ref|NC_001136|:491016-491502	1.78671	1.43378	0.52811	0.475013
FYV10	YIL097W	ref|NC_001141|:180426-181977	61.5192	59.8775	96.2829	158.63
FYV12	YOR183W	ref|NC_001147|:678871-679261	1.08249	1.8821	1.59979	1.31903
FYV4	YHR059W	ref|NC_001140|:220107-220500	87.7217	69.3967	92.2458	50.0424
FYV5	YCL058C	ref|NC_001135|:23522-23981	37.1601	19.5397	12.0308	25.2038
FYV6	YNL133C	ref|NC_001146|:374170-374692	203.77	180.559	114.746	155.376
FYV7	YLR068W	ref|NC_001144|:271007-271463	328.95	203.434	55.5488	51.0269
FYV8	YGR196C	ref|NC_001139|:889732-892186	109.298	97.8245	71.4505	68.3071
FZF1	YGL254W	ref|NC_001139|:22303-23203	69.4212	72.9479	143.3	98.3138
FZO1	YBR179C	ref|NC_001134|:586546-589114	38.5378	29.3513	50.5364	41.251
GAA1	YLR088W	ref|NC_001144|:316106-317951	28.7305	29.8422	33.2299	35.2107
GAB1	YLR459W	ref|NC_001144|:1057333-1058518	18.3596	14.3208	14.7057	16.3234
GAC1	YOR178C	ref|NC_001147|:667859-670241	61.0845	61.7096	54.259	47.7988
GAD1	YMR250W	ref|NC_001145|:770800-772558	86.9294	101.098	405.725	423.946
GAL1	YBR020W	ref|NC_001134|:279020-280607	10.3508	11.7769	11.1319	9.8027
GAL10	YBR019C	ref|NC_001134|:276252-278352	6.93007	6.59946	9.49532	18.0237
GAL11	YOL051W	ref|NC_001147|:234939-238185	33.4271	27.0221	47.378	28.1381
GAL2	YLR081W	ref|NC_001144|:290211-291936	6.27451	6.1166	4.29367	5.56536
GAL3	YDR009W	ref|NC_001136|:463433-464996	11.4979	14.3461	20.7749	25.0792
GAL4	YPL248C	ref|NC_001148|:79710-82356	26.4906	25.7525	29.0829	27.5217
GAL7	YBR018C	ref|NC_001134|:274426-275527	3.37142	3.87783	5.95141	7.27018
GAL80	YML051W	ref|NC_001145|:171593-172901	47.6344	39.5442	59.085	51.5666
GAL83	YER027C	ref|NC_001137|:208978-210232	71.0134	81.7171	88.5144	63.0455
GAP1	YKR039W	ref|NC_001143|:515062-516871	16.8963	27.84	246.227	410.88
GAR1	YHR089C	ref|NC_001140|:282680-283298	614.376	435.063	144.394	117.202
GAS1	YMR307W	ref|NC_001145|:887002-888682	1053.89	651.662	706.679	166.473
GAS2	YLR343W	ref|NC_001144|:816093-817761	32.066	43.5253	24.2377	20.7329
GAS3	YMR215W	ref|NC_001145|:696795-698370	276.207	153.535	78.2246	43.9688
GAS4	YOL132W	ref|NC_001147|:71299-72715	9.50981	11.9476	8.56377	8.58729
GAS5	YOL030W	ref|NC_001147|:268186-269641	171.455	117.369	120.84	55.7557
GAT1	YFL021W	ref|NC_001138|:95965-97498	25.4496	29.8685	20.9154	25.0654
GAT2	YMR136W	ref|NC_001145|:541198-542881	62.6637	60.7514	42.2923	75.3252
GAT3	YLR013W	ref|NC_001144|:171338-171764	0.302564	0.606997	0.670732	0.703846
GAT4	YIR013C	ref|NC_001141|:380018-380384	2.27405	3.31793	1.98592	1.64885
GBP2	YCL011C	ref|NC_001135|:102074-103358	393.525	403.454	408.002	333.108
GCD1	YOR260W	ref|NC_001147|:813983-815720	89.26	74.3199	61.2121	39.3665
GCD10	YNL062C	ref|NC_001146|:508775-510212	77.8353	41.6404	25.4149	17.7335
GCD11	YER025W	ref|NC_001137|:205250-206834	138.506	135.944	136.985	57.5036
GCD14	YJL125C	ref|NC_001142|:185527-186679	89.2511	52.4219	48.3243	26.7626
GCD2	YGR083C	ref|NC_001139|:644859-646815	373.753	268.111	90.7805	87.6578
GCD6	YDR211W	ref|NC_001136|:884726-886865	119.952	97.7494	91.4483	58.3719
GCD7	YLR291C	ref|NC_001144|:718316-719462	39.6661	34.2354	41.9896	34.7806
GCN1	YGL195W	ref|NC_001139|:131524-139543	120.971	114.06	62.1612	48.8003
GCN2	YDR283C	ref|NC_001136|:1025069-1030049	40.9452	38.4644	39.033	32.3025
GCN20	YFR009W	ref|NC_001138|:162487-164746	327.134	289.151	207.833	171.54
GCN3	YKR026C	ref|NC_001143|:488737-489655	62.589	54.2289	31.7141	30.9339
GCN4	YEL009C	ref|NC_001137|:138917-139763	548.219	497.677	850.464	614.199
GCN5	YGR252W	ref|NC_001139|:996868-998188	110.353	103.585	94.2272	102.104
GCR1	YPL075W	ref|NC_001148|:412253-415362	59.3936	59.405	20.313	15.1703
GCR2	YNL199C	ref|NC_001146|:264925-266530	59.3641	58.0706	163.071	98.9666
GCS1	YDL226C	ref|NC_001136|:51114-52173	88.0321	73.4185	127.546	90.874
GCV1	YDR019C	ref|NC_001136|:484162-485365	343.793	463.829	162.95	81.8234
GCV2	YMR189W	ref|NC_001145|:637499-640604	71.5666	111.997	44.0498	24.7073
GCV3	YAL044C	ref|NC_001133|:57949-58462	772.606	904.649	468.089	166.474
GCY1	YOR120W	ref|NC_001147|:551113-552052	119.441	155.488	517.299	452.152
GDA1	YEL042W	ref|NC_001137|:73770-75327	90.6279	48.5905	83.4679	65.4521
GDB1	YPR184W	ref|NC_001148|:902043-906654	38.7686	52.4672	230.563	239.982
GDE1	YPL110C	ref|NC_001148|:341067-344739	23.6345	19.7981	20.7154	18.1496
GDH1	YOR375C	ref|NC_001147|:1041677-1043042	161.966	333.758	289.777	363.888
GDH2	YDL215C	ref|NC_001136|:70639-73918	63.9326	74.3777	661.565	796.372
GDH3	YAL062W	ref|NC_001133|:31566-32940	42.1618	34.6172	70.1415	88.1343
GDI1	YER136W	ref|NC_001137|:439615-440971	204.214	284.565	323.316	368.029
GDS1	YOR355W	ref|NC_001147|:1005136-1006705	18.562	13.9275	19.9923	16.0515
GDT1	YBR187W	ref|NC_001134|:602633-603476	86.7596	74.6011	61.7014	44.7338
GEA1	YJR031C	ref|NC_001142|:486585-490812	32.5117	23.1536	18.3268	15.2406
GEA2	YEL022W	ref|NC_001137|:111420-115800	49.6686	41.6465	31.8856	26.2729
GEF1	YJR040W	ref|NC_001142|:507745-510085	19.9175	18.7355	29.3893	15.0472
GEM1	YAL048C	ref|NC_001133|:52800-54789	19.0185	17.7504	26.1116	25.7621
GEP3	YOR205C	ref|NC_001147|:725563-727234	24.2351	19.8524	23.765	26.1258
GEP4	YHR100C	ref|NC_001140|:314115-314673	39.5721	34.5731	47.4736	45.4127
